id,japanese,english,words,difficulty,jlpt_level,domain,created_at,grammar_points
a4c5deaa-a59a-46f5-9c06-2b381017bbc9,金色の時計を買いました。,I bought a gold watch.,"[{""word"":""金色"",""meaning"":""noun"",""furigana"":""きんいろ""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""時計"",""meaning"":""noun"",""furigana"":""とけい""},{""word"":""を"",""meaning"":""object marker"",""furigana"":""を""},{""word"":""買い"",""meaning"":""verb"",""furigana"":""かい""},{""word"":""まし"",""meaning"":""auxiliary verb"",""furigana"":""まし""},{""word"":""た"",""meaning"":""auxiliary verb"",""furigana"":""た""}]",1,N4,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
e4ff2e8b-bd81-482d-aed2-512988a70de9,彼女のファッションセンスは色使いが大胆だ。,Her fashion sense is bold with color usage.,"[{""word"":""彼女"",""meaning"":""noun"",""furigana"":""かのじょ""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""ファッション"",""meaning"":""noun"",""furigana"":""ファッション""},{""word"":""センス"",""meaning"":""noun"",""furigana"":""センス""},{""word"":""は"",""meaning"":""topic marker"",""furigana"":""は""},{""word"":""色"",""meaning"":""noun"",""furigana"":""いろ""},{""word"":""使い"",""meaning"":""noun"",""furigana"":""つかい""},{""word"":""が"",""meaning"":""subject marker"",""furigana"":""が""},{""word"":""大胆"",""meaning"":""noun"",""furigana"":""だいたん""},{""word"":""だ"",""meaning"":""auxiliary verb"",""furigana"":""だ""}]",1,N1,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
dc7a9dc5-e863-4b4c-ba8f-7c5f79b988c9,ありがとうの反対は？,What is the opposite of thank you?,"[{""word"":""反対"",""meaning"":""opposite"",""furigana"":""はんたい""}]",1,N5,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
1bce745a-28b6-45b9-861e-1cb665b4d9d6,白いシャツを買いました。,I bought a white shirt.,"[{""word"":""白い"",""meaning"":""adjective"",""furigana"":""しろい""},{""word"":""シャツ"",""meaning"":""noun"",""furigana"":""シャツ""},{""word"":""を"",""meaning"":""object marker"",""furigana"":""を""},{""word"":""買い"",""meaning"":""verb"",""furigana"":""かい""},{""word"":""まし"",""meaning"":""auxiliary verb"",""furigana"":""まし""},{""word"":""た"",""meaning"":""auxiliary verb"",""furigana"":""た""}]",1,N5,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
9e61667f-fcee-4a74-9764-346e50abacaf,あついの反対は？,What is the opposite of hot?,"[{""word"":""寒い"",""meaning"":""cold"",""furigana"":""さむい""}]",1,N5,Daily Life: Safety & Emergencies,2026-05-14 02:54:54.531826+00,[]
828471bb-6fca-4495-bd90-81e554a22334,ちかいの反対は？,What is the opposite of near?,"[{""word"":""遠い"",""meaning"":""far"",""furigana"":""とおい""}]",1,N5,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
3969bc7e-e76a-40d2-97c7-3e882b620d13,へやのなかにねこがいます。,There is a cat in the room.,"[{""word"":""へや"",""meaning"":""noun"",""furigana"":""へや""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""なか"",""meaning"":""noun"",""furigana"":""なか""},{""word"":""に"",""meaning"":""to/at/in"",""furigana"":""に""},{""word"":""ねこ"",""meaning"":""noun"",""furigana"":""ねこ""},{""word"":""が"",""meaning"":""subject marker"",""furigana"":""が""},{""word"":""い"",""meaning"":""verb"",""furigana"":""い""},{""word"":""ます"",""meaning"":""auxiliary verb"",""furigana"":""ます""}]",1,N5,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
53e13dea-ffdf-45d6-af0c-fb8ad5a6b48e,このバッグは茶色です。,This bag is brown.,"[{""word"":""この"",""meaning"":""this"",""furigana"":""この""},{""word"":""バッグ"",""meaning"":""noun"",""furigana"":""バッグ""},{""word"":""は"",""meaning"":""topic marker"",""furigana"":""は""},{""word"":""茶色"",""meaning"":""noun"",""furigana"":""ちゃいろ""},{""word"":""です"",""meaning"":""auxiliary verb"",""furigana"":""です""}]",1,N5,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
c0f9247a-fad5-4f64-904a-1ee85c65b89a,ピンクの服がかわいいです。,The pink clothes are cute.,"[{""word"":""ピンク"",""meaning"":""noun"",""furigana"":""ピンク""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""服"",""meaning"":""noun"",""furigana"":""ふく""},{""word"":""が"",""meaning"":""subject marker"",""furigana"":""が""},{""word"":""かわいい"",""meaning"":""adjective"",""furigana"":""かわいい""},{""word"":""です"",""meaning"":""auxiliary verb"",""furigana"":""です""}]",1,N5,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
97033e37-31a8-44d0-a56d-b3a52f1e19f2,病院へいきます。,I go to the hospital.,"[{""word"":""病院"",""meaning"":""hospital"",""furigana"":""びょういん""}]",1,N4,Health & Body: Symptoms & Pain,2026-05-14 02:54:54.531826+00,[]
dde535dc-dafc-4bcd-9f27-2ee66b2e03f6,電車で行きます。,I go by train.,"[{""word"":""電車"",""meaning"":""train"",""furigana"":""でんしゃ""}]",1,N4,Travel & Cities: General,2026-05-14 02:54:54.531826+00,[]
ff8c1f28-3650-4332-9de1-7adbf42942b4,お会計はカードでお願いします。,I'd like to pay by card.,"[{""word"":""会計"",""meaning"":""bill"",""furigana"":""かいけい""},{""word"":""願"",""meaning"":""wish"",""furigana"":""がん""},{""word"":""カード"",""meaning"":""card"",""furigana"":""カード""}]",1,N4,Food & Drink: Restaurants,2026-05-13 22:21:03.044669+00,[]
b32e3e62-0296-45f1-abcf-480e3fc29ec3,~なければなりません,have to / must,"[{""word"":""なければなりません"",""meaning"":""must"",""furigana"":""なければなりません""}]",1,N4,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
7a9fd26b-7bf3-4699-bf7d-730d524c606b,ターンが決まった！,The turn landed perfectly!,"[{""word"":""ターン"",""meaning"":""turn"",""furigana"":""ターン""}]",1,N4,Dance: Studio,2026-05-14 02:17:14.32821+00,[]
8676c6f5-d52c-49b2-94f0-7eec6c69c7aa,振りコピ完璧にした！,I perfectly copied the choreography!,"[{""word"":""振りコピ"",""meaning"":""choreography copy"",""furigana"":""ふりこぴ""}]",1,N4,Dance: Practice,2026-05-14 02:17:14.32821+00,[]
0b6da6ac-afae-4846-9347-d7d211873648,がまんする,to endure / put up with,"[{""word"":""我慢"",""meaning"":""endure"",""furigana"":""がまん""}]",1,N3,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
84419734-e0b3-4bfe-ae14-bc14166bed14,あきらめる,to give up,"[{""word"":""諦める"",""meaning"":""give up"",""furigana"":""あきらめる""}]",1,N3,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
67509cbd-29b2-48b3-b65c-fede87bae58a,状況が悪化している。,The situation is worsening.,"[{""word"":""悪化"",""meaning"":""worsening"",""furigana"":""あっか""}]",1,N2,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
dac63be3-cf58-4a97-a42c-b0ea4431a748,今日のダンスレッスン、キツかった…,Today’s dance lesson was brutal…,"[{""word"":""今日"",""meaning"":""noun"",""furigana"":""きょう""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""ダンス"",""meaning"":""noun"",""furigana"":""ダンス""},{""word"":""レッスン"",""meaning"":""noun"",""furigana"":""レッスン""},{""word"":""キツ"",""meaning"":""noun"",""furigana"":""キツ""},{""word"":""かっ"",""meaning"":""verb"",""furigana"":""かっ""},{""word"":""た"",""meaning"":""auxiliary verb"",""furigana"":""た""}]",1,N4,Dance: Studio,2026-05-14 02:17:14.32821+00,[]
b205053a-8860-44dc-925b-7896aeb0ed4d,ストリートダンスの大会に出る。,I’m entering a street dance competition.,"[{""word"":""ストリート"",""meaning"":""noun"",""furigana"":""ストリート""},{""word"":""ダンス"",""meaning"":""noun"",""furigana"":""ダンス""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""大会"",""meaning"":""noun"",""furigana"":""たいかい""},{""word"":""に"",""meaning"":""to/at/in"",""furigana"":""に""},{""word"":""出る"",""meaning"":""verb"",""furigana"":""でる""}]",1,N4,Dance: Street,2026-05-14 02:17:14.32821+00,[]
5455cff1-23eb-4203-805c-7d3d06cade79,ダンスサークルに入りました。,I joined a dance club.,"[{""word"":""ダンス"",""meaning"":""noun"",""furigana"":""ダンス""},{""word"":""サークル"",""meaning"":""noun"",""furigana"":""サークル""},{""word"":""に"",""meaning"":""to/at/in"",""furigana"":""に""},{""word"":""入り"",""meaning"":""verb"",""furigana"":""いり""},{""word"":""まし"",""meaning"":""auxiliary verb"",""furigana"":""まし""},{""word"":""た"",""meaning"":""auxiliary verb"",""furigana"":""た""}]",1,N4,Dance: Community,2026-05-14 02:17:14.32821+00,[]
d1ef2fe6-50e1-434d-87be-e87232f157f5,へやを掃除しました。,I cleaned the room.,"[{""word"":""掃除"",""meaning"":""cleaning"",""furigana"":""そうじ""}]",1,N4,Daily Life: Cleaning & Chores,2026-05-14 02:54:54.531826+00,[]
5d3b480d-157b-4765-9993-2ab75fc59308,紫のスカーフをしています。,I'm wearing a purple scarf.,"[{""word"":""紫"",""meaning"":""noun"",""furigana"":""むらさき""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""スカーフ"",""meaning"":""noun"",""furigana"":""スカーフ""},{""word"":""を"",""meaning"":""object marker"",""furigana"":""を""},{""word"":""し"",""meaning"":""verb"",""furigana"":""し""},{""word"":""て"",""meaning"":""particle"",""furigana"":""て""},{""word"":""い"",""meaning"":""verb"",""furigana"":""い""},{""word"":""ます"",""meaning"":""auxiliary verb"",""furigana"":""ます""}]",1,N4,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
40299df1-7a80-4e81-bbeb-b4ad16430a6f,風が強いです,The wind is strong,"[{""word"":""風"",""meaning"":""wind"",""furigana"":""かぜ""},{""word"":""強い"",""meaning"":""strong"",""furigana"":""つよい""}]",1,N5,Daily Life: Safety & Emergencies,2026-05-13 21:44:28.24582+00,[]
06bd8043-4304-4ecc-88b6-137df6daf342,やむを得ず,unavoidably / have no choice,"[{""word"":""やむを得ず"",""meaning"":""unavoidably"",""furigana"":""やむをえず""}]",1,N2,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
c008bc3e-f012-456a-a757-90978c8bfe50,言わずもがな,It goes without saying,"[{""word"":""言わずもがな"",""meaning"":""it goes without saying"",""furigana"":""いわずもがな""}]",1,N1,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
ea3d5c53-7fe5-4556-8ddc-177ff7dc4ff6,画期的な発明,A groundbreaking invention,"[{""word"":""画期的"",""meaning"":""epoch-making"",""furigana"":""かっきてき""}]",1,N1,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
af993c86-c780-43c2-96b4-6ce15bc7e655,しのぎを削る,To compete fiercely,"[{""word"":""しのぎを削る"",""meaning"":""compete fiercely"",""furigana"":""しのぎをけずる""}]",1,N1,Daily Life & Housing,2026-05-14 02:54:54.531826+00,[]
168223fd-5b0b-468a-9b74-ea21a5c821d1,ここのカレーは少し辛いですよ。,The curry here is a little spicy.,"[{""word"":""少"",""meaning"":""a little"",""furigana"":""しょう""},{""word"":""辛"",""meaning"":""spicy"",""furigana"":""かのと""},{""word"":""カレー"",""meaning"":""curry"",""furigana"":""カレー""}]",1,N4,Food & Drink: Restaurants,2026-05-13 22:21:03.044669+00,[]
e5cd87d3-22d6-4bb3-adfa-7acbf6a10c42,お米を二合といでください。,Please rinse two cups of rice.,"[{""word"":""米"",""meaning"":""rice"",""furigana"":""こめ""},{""word"":""二"",""meaning"":""two"",""furigana"":""に""},{""word"":""合"",""meaning"":""cup (rice)"",""furigana"":""ごう""}]",1,N4,Food & Drink: Cooking,2026-05-13 22:21:03.044669+00,[]
d00f6c91-e5ac-43d0-acb8-0a3806223526,この服、めっちゃかわいいじゃん！,These clothes are super cute!,"[{""word"":""この"",""meaning"":""this"",""furigana"":""この""},{""word"":""服"",""meaning"":""noun"",""furigana"":""ふく""},{""word"":""めっちゃ"",""meaning"":""adverb"",""furigana"":""めっちゃ""},{""word"":""かわいい"",""meaning"":""adjective"",""furigana"":""かわいい""},{""word"":""じゃん"",""meaning"":""auxiliary verb"",""furigana"":""じゃん""}]",1,N4,Fashion: Street,2026-05-14 02:17:14.32821+00,[]
d53b44ab-0ee2-4421-b5ec-808df476553b,ケーキも一緒に注文します。,I'll order cake as well.,"[{""word"":""一緒"",""meaning"":""together"",""furigana"":""いっしょ""},{""word"":""注文"",""meaning"":""order"",""furigana"":""ちゅうもん""},{""word"":""ケーキ"",""meaning"":""cake"",""furigana"":""ケーキ""}]",1,N4,Food & Drink: Cafés,2026-05-13 22:21:03.044669+00,[]
ba9f748e-fbef-4ec3-8e4b-d081bfc9937a,この店は静かで勉強しやすいです。,This place is quiet and easy to study in.,"[{""word"":""店"",""meaning"":""store"",""furigana"":""みせ""},{""word"":""静"",""meaning"":""quiet"",""furigana"":""せい""},{""word"":""勉強"",""meaning"":""study"",""furigana"":""べんきょう""}]",1,N4,Food & Drink: Cafés,2026-05-13 22:21:03.044669+00,[]
dac42e89-e3fe-4617-bcab-2054952ad736,このかさは赤いです。,This umbrella is red.,"[{""word"":""赤い"",""meaning"":""red"",""furigana"":""あかい""}]",1,N5,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
dbd155ca-2052-48b2-8aa5-130eaf357574,窓の近くの席に座りたいです。,I want to sit near the window.,"[{""word"":""窓"",""meaning"":""window"",""furigana"":""まど""},{""word"":""近"",""meaning"":""near"",""furigana"":""ちか""},{""word"":""席"",""meaning"":""seat"",""furigana"":""せき""},{""word"":""座"",""meaning"":""sit"",""furigana"":""ざ""}]",1,N4,Food & Drink: Cafés,2026-05-13 22:21:03.044669+00,[]
9b6ab02b-6566-4b4b-b47a-54b6b80604b4,ホットよりアイスの方が好きです。,I prefer iced over hot.,"[{""word"":""方"",""meaning"":""direction"",""furigana"":""ほう""},{""word"":""好"",""meaning"":""like"",""furigana"":""こう""},{""word"":""ホット"",""meaning"":""hot"",""furigana"":""ホット""},{""word"":""アイス"",""meaning"":""iced"",""furigana"":""アイス""}]",1,N4,Food & Drink: Cafés,2026-05-13 22:21:03.044669+00,[]
6eb19230-b96f-458e-b6ab-80f798182222,今夜は会社の人と飲み会です。,Tonight is a drinking party with people from work.,"[{""word"":""今夜"",""meaning"":""tonight"",""furigana"":""こんや""},{""word"":""会社"",""meaning"":""company"",""furigana"":""かいしゃ""},{""word"":""人"",""meaning"":""person"",""furigana"":""ひと""},{""word"":""飲"",""meaning"":""drink"",""furigana"":""いん""},{""word"":""会"",""meaning"":""meeting"",""furigana"":""かい""}]",1,N4,Food & Drink: Izakaya & Nightlife,2026-05-13 22:21:03.044669+00,[]
74344f86-f5bb-48b4-820b-ef73efba899f,最後にラーメンを食べて帰りました。,We had ramen at the end and went home.,"[{""word"":""最後"",""meaning"":""end"",""furigana"":""さいご""},{""word"":""食"",""meaning"":""eat"",""furigana"":""しょく""},{""word"":""帰"",""meaning"":""return"",""furigana"":""かえ""},{""word"":""ラーメン"",""meaning"":""ramen"",""furigana"":""ラーメン""}]",1,N4,Food & Drink: Izakaya & Nightlife,2026-05-13 22:21:03.044669+00,[]
f44f8a0a-17d3-4701-aa64-a3ba43f620e8,飲み放題で安かったです。,It was cheap because of the all-you-can-drink.,"[{""word"":""飲"",""meaning"":""drink"",""furigana"":""いん""},{""word"":""放題"",""meaning"":""unlimited"",""furigana"":""ほうだい""},{""word"":""安"",""meaning"":""cheap"",""furigana"":""やす""}]",1,N4,Food & Drink: Izakaya & Nightlife,2026-05-13 22:21:03.044669+00,[]
92021e1d-b0b0-47d8-8e10-0a1b1fc16781,黒い猫がいます。,There is a black cat.,"[{""word"":""黒い"",""meaning"":""black"",""furigana"":""くろい""}]",1,N5,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
32b953df-20c7-4fa2-9e0b-2ebc456b290d,駅前の居酒屋に行きました。,We went to an izakaya in front of the station.,"[{""word"":""駅前"",""meaning"":""in front of station"",""furigana"":""えきまえ""},{""word"":""居酒屋"",""meaning"":""izakaya"",""furigana"":""いざかや""},{""word"":""行"",""meaning"":""go"",""furigana"":""こう""}]",1,N4,Food & Drink: Izakaya & Nightlife,2026-05-13 22:21:03.044669+00,[]
1c524d4e-cb00-451a-8169-bb4e0abadadb,お会計は別々でお願いします。,Please split the bill.,"[{""word"":""会計"",""meaning"":""bill"",""furigana"":""かいけい""},{""word"":""別々"",""meaning"":""separately"",""furigana"":""べつべつ""},{""word"":""願"",""meaning"":""wish"",""furigana"":""がん""}]",1,N4,Food & Drink: Izakaya & Nightlife,2026-05-13 22:21:03.044669+00,[]
6069f8f4-e9b1-4683-9c71-a3079bd6bc1c,青い空がきれいです。,The blue sky is beautiful.,"[{""word"":""青い"",""meaning"":""blue"",""furigana"":""あおい""}]",1,N5,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
69e51bd0-4abe-41dc-b0ad-0e6e5ec3d6c5,お米を五キロ買ってきました。,I bought five kilos of rice.,"[{""word"":""米"",""meaning"":""rice"",""furigana"":""こめ""},{""word"":""五"",""meaning"":""five"",""furigana"":""ご""},{""word"":""買"",""meaning"":""buy"",""furigana"":""か""},{""word"":""キロ"",""meaning"":""kilo"",""furigana"":""キロ""}]",1,N4,Food & Drink: Groceries,2026-05-13 22:21:03.044669+00,[]
daadccf4-56cb-49d3-919d-0d40cf144103,おみそ汁を作るのは簡単です。,Making miso soup is easy.,"[{""word"":""汁"",""meaning"":""soup"",""furigana"":""しる""},{""word"":""作"",""meaning"":""make"",""furigana"":""さく""},{""word"":""簡単"",""meaning"":""easy"",""furigana"":""かんたん""}]",1,N4,Food & Drink: Cooking,2026-05-13 22:21:03.044669+00,[]
777dc3c5-1ecd-485a-bd48-69f7ae3ce617,この絵は暖色系です。,This painting uses warm colors.,"[{""word"":""暖色"",""meaning"":""warm colors"",""furigana"":""だんしょく""}]",1,N3,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
50276c92-9bbd-4380-a0e1-63793114c94f,牛乳とパンを忘れないでね。,Don't forget milk and bread.,"[{""word"":""牛乳"",""meaning"":""milk"",""furigana"":""ぎゅうにゅう""},{""word"":""忘"",""meaning"":""forget"",""furigana"":""わす""},{""word"":""パン"",""meaning"":""bread"",""furigana"":""パン""}]",1,N4,Food & Drink: Groceries,2026-05-13 22:21:03.044669+00,[]
6fcd9d09-8fc4-4aca-9314-e6520e8bdf01,色彩豊かな作品ですね。,What a colorful piece.,"[{""word"":""色彩"",""meaning"":""noun"",""furigana"":""しきさい""},{""word"":""豊か"",""meaning"":""noun"",""furigana"":""ゆたか""},{""word"":""な"",""meaning"":""casual prohibition"",""furigana"":""な""},{""word"":""作品"",""meaning"":""noun"",""furigana"":""さくひん""},{""word"":""です"",""meaning"":""auxiliary verb"",""furigana"":""です""},{""word"":""ね"",""meaning"":""confirmation/agreement"",""furigana"":""ね""}]",1,N2,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
13438636-c50d-45e6-b235-84f4a0997979,買い物のリストを書いておきました。,I wrote down a shopping list.,"[{""word"":""買"",""meaning"":""buy"",""furigana"":""か""},{""word"":""物"",""meaning"":""thing"",""furigana"":""もの""},{""word"":""書"",""meaning"":""write"",""furigana"":""しょ""},{""word"":""リスト"",""meaning"":""list"",""furigana"":""リスト""}]",1,N4,Food & Drink: Groceries,2026-05-13 22:21:03.044669+00,[]
9187621b-048c-478b-a87f-089ba8a35d66,ワインのメニューを見せてください。,Please show me the wine list.,"[{""word"":""見"",""meaning"":""see"",""furigana"":""み""},{""word"":""ワイン"",""meaning"":""wine"",""furigana"":""ワイン""},{""word"":""メニュー"",""meaning"":""menu"",""furigana"":""メニュー""}]",1,N4,Food & Drink: Fine Dining,2026-05-13 22:21:03.044669+00,[]
1c62ba4c-af32-4d33-b112-c895be15bab2,予約は二週間前にしました。,I made the reservation two weeks ago.,"[{""word"":""予約"",""meaning"":""reservation"",""furigana"":""よやく""},{""word"":""二"",""meaning"":""two"",""furigana"":""に""},{""word"":""週間"",""meaning"":""weeks"",""furigana"":""しゅうかん""},{""word"":""前"",""meaning"":""before"",""furigana"":""まえ""}]",1,N4,Food & Drink: Fine Dining,2026-05-13 22:21:03.044669+00,[]
0b4826d0-b423-44c3-9828-3a8a165feafe,ウーバーで晩ご飯を頼みました。,I ordered dinner on Uber.,"[{""word"":""晩"",""meaning"":""evening"",""furigana"":""ばん""},{""word"":""飯"",""meaning"":""meal"",""furigana"":""めし""},{""word"":""頼"",""meaning"":""order"",""furigana"":""たの""},{""word"":""ウーバー"",""meaning"":""Uber"",""furigana"":""うーばー""}]",1,N4,Food & Drink: Food Delivery,2026-05-13 22:21:03.044669+00,[]
b8016795-b68d-4ccd-bc56-921d320f9a3a,配達の人が早く来ました。,The delivery person came early.,"[{""word"":""配達"",""meaning"":""delivery"",""furigana"":""はいたつ""},{""word"":""人"",""meaning"":""person"",""furigana"":""ひと""},{""word"":""早"",""meaning"":""early"",""furigana"":""はや""},{""word"":""来"",""meaning"":""come"",""furigana"":""らい""}]",1,N4,Food & Drink: Food Delivery,2026-05-13 22:21:03.044669+00,[]
33fabfc5-23de-4205-b18f-e4c1622be4d4,メニューが多すぎて選べません。,There are so many menu items I can't decide.,"[{""word"":""多"",""meaning"":""many"",""furigana"":""た""},{""word"":""選"",""meaning"":""choose"",""furigana"":""せん""},{""word"":""メニュー"",""meaning"":""menu"",""furigana"":""メニュー""}]",1,N4,Food & Drink: Food Delivery,2026-05-13 22:21:03.044669+00,[]
084ea15a-11ed-4367-902c-81be86261faf,送料が高くてびっくりしました。,I was shocked at how high the delivery fee was.,"[{""word"":""送料"",""meaning"":""noun"",""furigana"":""そうりょう""},{""word"":""が"",""meaning"":""subject marker"",""furigana"":""が""},{""word"":""高く"",""meaning"":""adjective"",""furigana"":""たかく""},{""word"":""て"",""meaning"":""particle"",""furigana"":""て""},{""word"":""びっくり"",""meaning"":""noun"",""furigana"":""びっくり""},{""word"":""し"",""meaning"":""verb"",""furigana"":""し""},{""word"":""まし"",""meaning"":""auxiliary verb"",""furigana"":""まし""},{""word"":""た"",""meaning"":""auxiliary verb"",""furigana"":""た""}]",1,N4,Food & Drink: Food Delivery,2026-05-13 22:21:03.044669+00,[]
4b7a8465-55bb-463e-852d-37528f12cf19,かしこまりました,Understood (polite).,"[{""word"":""かしこまりました"",""meaning"":""understood"",""furigana"":""かしこまりました""}]",2,N4,Keigo & Conversation: Responses,2026-05-18 03:52:13.773836+00,"[{""type"":""keigo"",""meaning"":""humble understanding"",""pattern"":""keigo""}]"
24e88070-e8f6-4adf-85ec-a3099623e084,白いご飯が一番好き。,Plain white rice is my favorite.,"[{""word"":""白い"",""meaning"":""white"",""furigana"":""しろい""},{""word"":""ご飯"",""meaning"":""rice/meal"",""furigana"":""ごはん""},{""word"":""が"",""meaning"":""subject marker"",""furigana"":""が""},{""word"":""一番"",""meaning"":""most/best"",""furigana"":""いちばん""},{""word"":""好き"",""meaning"":""like/favorite"",""furigana"":""すき""}]",1,N5,Food: Rice and staples,2026-05-18 03:25:31.029543+00,"[{""type"":""particle"",""meaning"":""subject marker for preference"",""pattern"":""が""},{""type"":""pattern"",""meaning"":""the most/best"",""pattern"":""一番〜""}]"
09d2fccf-f3df-4a79-ab1f-7e6a226c5ecf,ご飯がふっくら炊けた。,The rice cooked up nice and fluffy.,"[{""word"":""ご飯"",""meaning"":""rice"",""furigana"":""ごはん""},{""word"":""が"",""meaning"":""subject marker"",""furigana"":""が""},{""word"":""ふっくら"",""meaning"":""fluffy/plump (onomatopoeia)"",""furigana"":""ふっくら""},{""word"":""炊け"",""meaning"":""cooked up"",""furigana"":""たけ""},{""word"":""た"",""meaning"":""past tense"",""furigana"":""た""}]",1,N3,Food: Rice and staples,2026-05-18 03:25:31.029543+00,"[{""type"":""pattern"",""meaning"":""fluffy/plump texture"",""pattern"":""ふっくら""},{""type"":""conjugation"",""meaning"":""past tense"",""pattern"":""〜た""}]"
63c118f0-688e-4991-b499-4f4eb1c89f3f,橙色の夕焼けがきれいです。,The orange sunset is beautiful.,"[{""word"":""橙色"",""meaning"":""noun"",""furigana"":""だいだいいろ""},{""word"":""の"",""meaning"":""possessive"",""furigana"":""の""},{""word"":""夕焼け"",""meaning"":""noun"",""furigana"":""ゆうやけ""},{""word"":""が"",""meaning"":""subject marker"",""furigana"":""が""},{""word"":""きれい"",""meaning"":""noun"",""furigana"":""きれい""},{""word"":""です"",""meaning"":""auxiliary verb"",""furigana"":""です""}]",1,N4,Colors: Basic,2026-05-14 02:55:53.362168+00,[]
